Study	Drug	DrugName	Gene	Gene_in_GenAge_Human	Gene_in_GenAge_Model	Gene_targeted_by_DrugAge	Drug_targets_GenAge_Human	Drug_targets_GenAge_Model	Drug_in_DrugAge
Donertas2018	CHEMBL65	CAMPTOTHECIN	WRN	TRUE	NA	NA	TRUE	TRUE	NA
Donertas2018	CHEMBL65	CAMPTOTHECIN	TGM2	NA	NA	TRUE	TRUE	TRUE	NA
Donertas2018	CHEMBL65	CAMPTOTHECIN	CDK4	NA	NA	TRUE	TRUE	TRUE	NA
Donertas2018	CHEMBL65	CAMPTOTHECIN	BDNF	TRUE	NA	TRUE	TRUE	TRUE	NA
Donertas2018	CHEMBL65	CAMPTOTHECIN	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Donertas2018	CHEMBL65	CAMPTOTHECIN	GSTP1	TRUE	NA	TRUE	TRUE	TRUE	NA
Donertas2018	CHEMBL65	CAMPTOTHECIN	VDR	NA	NA	TRUE	TRUE	TRUE	NA
Donertas2018	CHEMBL65	CAMPTOTHECIN	MGMT	NA	NA	TRUE	TRUE	TRUE	NA
Donertas2018	CHEMBL65	CAMPTOTHECIN	THBS1	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL356066	DACINOSTAT	HDAC3	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL356066	DACINOSTAT	HDAC2	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL356066	DACINOSTAT	HDAC1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL356066	DACINOSTAT	HDAC4	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL356066	DACINOSTAT	HDAC9	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL356066	DACINOSTAT	HDAC7	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL356066	DACINOSTAT	HDAC5	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL356066	DACINOSTAT	KMT2A	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL356066	DACINOSTAT	HDAC6	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL356066	DACINOSTAT	HDAC8	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	HDAC5	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	HDAC8	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	HDAC2	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	MYC	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	CXCL8	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	HDAC1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	HDAC10	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	HDAC9	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	HDAC7	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	HDAC6	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	HDAC4	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	HDAC3	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	RET	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	SCG5	NA	TRUE	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	APC	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	ABCB1	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	CDKN1C	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	JAK2	TRUE	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	MCL1	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1213492	CHEMBL1213492	NR4A1	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL2103863	ABEXINOSTAT	HDAC9	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL2103863	ABEXINOSTAT	HDAC7	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL2103863	ABEXINOSTAT	HDAC8	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL2103863	ABEXINOSTAT	HDAC4	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL2103863	ABEXINOSTAT	HDAC10	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL2103863	ABEXINOSTAT	HDAC2	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL2103863	ABEXINOSTAT	HDAC3	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL2103863	ABEXINOSTAT	HDAC1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL2103863	ABEXINOSTAT	HDAC6	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL2103863	ABEXINOSTAT	HDAC5	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	UGT1A1	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	HDAC2	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	HDAC4	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	HDAC10	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	HDAC1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	HDAC5	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	HDAC7	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	HDAC9	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	HDAC11	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	HDAC3	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	HDAC6	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	KMT2A	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	HDAC8	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL408513	BELINOSTAT	FBXW7	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	HDAC7	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	HDAC8	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	RB1	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	HDAC11	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	HDAC10	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	HDAC9	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	HDAC3	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	HDAC4	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	GNA11	NA	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	HDAC1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	FBXW7	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	HDAC6	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	EZH2	NA	TRUE	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	HDAC2	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	HDAC5	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	SMARCB1	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	TP53	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	MYD88	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	BAP1	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	BRAF	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	MYC	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	ERBB2	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	PTEN	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	NPM1	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL98	VORINOSTAT	BIRC5	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL100014	CHEMBL100014	HDAC7	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL100014	CHEMBL100014	MYC	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL100014	CHEMBL100014	HDAC5	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL100014	CHEMBL100014	HDAC4	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL100014	CHEMBL100014	HDAC1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL100014	CHEMBL100014	HDAC9	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL100014	CHEMBL100014	HDAC3	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL100014	CHEMBL100014	HDAC8	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL100014	CHEMBL100014	HDAC2	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	PDE4A	NA	TRUE	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	HDAC2	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	PDE4D	NA	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	HDAC7	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	CDKN1A	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	PDE4C	NA	TRUE	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	HDAC8	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	PDE4B	NA	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	HDAC4	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	HDAC1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	HDAC5	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	HDAC3	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1746	SODIUM PHENYLBUTYRATE	HDAC9	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	HDAC4	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	HDAC1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	HDAC8	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	HDAC2	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	HDAC6	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	HDAC11	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	HDAC5	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	HDAC10	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	BAP1	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	HDAC3	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	HDAC9	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	HDAC7	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	KMT2A	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	SMARCB1	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL483254	PANOBINOSTAT	BRAF	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL109	VALPROIC ACID	FAS	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	ACADSB	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	HDAC3	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	BCL2	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	POLG	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	HMGCR	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	TSHB	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	HDAC5	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	HDAC1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	BAP1	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	MC2R	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	LEP	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	ATM	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	SMN1	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	GGT1	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	ABAT	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	SST	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	HDAC2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	HDAC7	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	HDAC8	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	HDAC4	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	HDAC9	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	HTT	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL109	VALPROIC ACID	ALDH5A1	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL27759	ENTINOSTAT	RB1	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	HDAC1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	HDAC11	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	CRHR2	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	HDAC3	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	HDAC5	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	HDAC6	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	HDAC7	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	MAPK12	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	HDAC10	NA	NA	NA	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	FBXW7	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	HDAC2	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	HDAC4	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	HDAC8	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	ERBB2	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL27759	ENTINOSTAT	HDAC9	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL1908360	EVEROLIMUS	VHL	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	STK11	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	CTNNB1	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	RET	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	GNAQ	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	HRAS	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	PTEN	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	MTOR	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	NRAS	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	ERBB2	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	TSC1	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	PIK3CA	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	BRAF	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	NF1	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	BAP1	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	EGFR	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	ESR1	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	AKT3	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	KRAS	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	NOTCH1	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	FKBP1A	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	AKT1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	BRCA2	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	FLCN	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	TSC2	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	ATM	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	MPL	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	PBRM1	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	NF2	NA	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	AKT2	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	GNA11	NA	TRUE	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	BRCA1	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL1908360	EVEROLIMUS	RB1	TRUE	NA	TRUE	TRUE	TRUE	TRUE
Fernandes2016	CHEMBL278819	MINAPRINE	DRD2	NA	NA	TRUE	NA	TRUE	NA
Fernandes2016	CHEMBL278819	MINAPRINE	HTR2B	NA	NA	TRUE	NA	TRUE	NA
Fernandes2016	CHEMBL278819	MINAPRINE	SLC6A4	NA	TRUE	TRUE	NA	TRUE	NA
Fernandes2016	CHEMBL278819	MINAPRINE	DRD1	NA	NA	TRUE	NA	TRUE	NA
Fernandes2016	CHEMBL278819	MINAPRINE	HTR2C	NA	NA	TRUE	NA	TRUE	NA
Fernandes2016	CHEMBL278819	MINAPRINE	HTR2A	NA	NA	TRUE	NA	TRUE	NA
Fernandes2016	CHEMBL343448	DEPSIPEPTIDE	ERBB2	TRUE	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL343448	DEPSIPEPTIDE	MCL1	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL343448	DEPSIPEPTIDE	CDKN2D	NA	NA	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL343448	DEPSIPEPTIDE	CDKN1A	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fernandes2016	CHEMBL12318	CLODRONIC ACID	SLC17A9	NA	NA	NA	NA	TRUE	NA
Fernandes2016	CHEMBL12318	CLODRONIC ACID	SLC25A4	NA	TRUE	NA	NA	TRUE	NA
Fuentealba2018	CHEMBL109480	TANESPIMYCIN	HSP90AB1	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL109480	TANESPIMYCIN	TP53	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL109480	TANESPIMYCIN	MET	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL109480	TANESPIMYCIN	HSP90AA1	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL109480	TANESPIMYCIN	HSP90AA2P	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	PDGFRA	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	KIT	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	RET	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	PDGFRB	TRUE	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	MET	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	NTRK1	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	CSF1R	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	ABL1	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	BCR	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	ABCG2	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	FLT3	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	EGFR	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	NF2	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	DDR2	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	CYP3A4	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	NF1	NA	TRUE	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	BCL2L11	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	ALK	NA	TRUE	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	MYC	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	CTNNB1	TRUE	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	CD40LG	NA	NA	TRUE	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	DDR1	NA	NA	NA	TRUE	TRUE	NA
Fuentealba2018	CHEMBL941	IMATINIB	FIP1L1	NA	NA	NA	TRUE	TRUE	NA
